"1491";"XLOADCT Procedure";"Provides GUI to interactively select and load color tables. (Direct Graphics)";"18";"XLOADCT_Procedure.html";"9273"
"1492";"XMANAGER";"Provides event loop manager for IDL widgets.";"91";"XMANAGER.html";"8599"
"1493";"XMNG_TMPL";"Template for creating widgets.";"91";"XMNG_TMPL.html";"3142"
"1494";"XMTOOL";"Displays a tool for viewing XMANAGER widgets.";"91";"XMTOOL.html";"3397"
"1495";"XOBJVIEW";"Displays object viewer widget.";"11";"XOBJVIEW.html";"4864"
"1496";"XOBJVIEW_ROTATE";"Programmatically rotate the object currently displayed in XOBJVIEW.";"11";"XOBJVIEW_ROTATE.html";"3373"
"1497";"XOBJVIEW_WRITE_IMAGE";"Write the object currently displayed in XOBJVIEW to an image file.";"11";"XOBJVIEW_WRITE_IMAGE.html";"3065"
"1498";"XPALETTE Procedure";"Displays widget used to create and modify color tables. (Direct Graphics)";"18";"XPALETTE_Procedure.html";"5919"
"1499";"XPCOLOR Procedure";"Adjusts the value of the current Direct Graphics plotting color.";"22";"XPCOLOR_Procedure.html";"2975"
"1500";"XPLOT3D";"Utility for creating and interactively manipulating 3D plots.";"22";"XPLOT3D.html";"4722"
"1501";"XREGISTERED";"Returns registration status of a given widget.";"91";"XREGISTERED.html";"3755"
"1502";"XROI";"Utility for defining regions of interest, and obtaining geometry and statistical data about these ROIs.";"29";"XROI.html";"7325"
"1503";"XSQ_TEST";"Computes Chi-square goodness-of-fit test.";"51";"XSQ_TEST.html";"6915"
"1504";"XSURFACE Procedure";"Graphical interface to the SURFACE and SHADE_SURF commands.";"22";"XSURFACE_Procedure.html";"3583"
"1505";"XVAREDIT";"Provides widget-based editor for IDL variables.";"17";"XVAREDIT.html";"3851"
"1506";"XVOLUME";"Utility for viewing and interactively manipulating volumes and isosurfaces.";"11";"XVOLUME.html";"5663"
"1507";"XVOLUME_ROTATE";"Utility for rotating a volume displayed in XVOLUME.";"11";"XVOLUME_ROTATE.html";"3211"
"1508";"XVOLUME_WRITE_IMAGE";"Utility for writing a volume displayed in XVOLUME to an image file.";"11";"XVOLUME_WRITE_IMAGE.html";"2593"
"1509";"XYOUTS Procedure";"Draws text on currently-selected graphics device.";"22";"XYOUTS_Procedure.html";"53918"
"1510";"X Routines";;"1";"X_list.html";"2351"
"1511";"ZOOM_24 Procedure";"Zooms portions of true-color (24-bit) display.";"22";"ZOOM_24_Procedure.html";"3186"
"1512";"ZOOM Procedure";"Zooms portions of the display.";"22";"ZOOM_Procedure.html";"7481"
"1513";"Z Routines";;"1";"Z_list.html";"2106"
"1515";"ENVI";"Launches the ENVI application and returns an object reference to the application.";"154";"ENVI.html";"54543"
"1516";"ADAPT_FILT_DOIT";"Apply an adaptive filter.";"162";"ADAPT_FILT_DOIT.html";"6318"
"1517";"AIRSAR_HEADER_DOIT";"Read an Airborne Synthetic Aperture Radar (AIRSAR) header.";"162";"AIRSAR_HEADER_DOIT.html";"3076"
"1518";"AIRSAR_PED_HEIGHT_DOIT";"Calculate pedestal height images from an AIRSAR compressed stoked matrix.";"162";"AIRSAR_PED_HEIGHT_DOIT.html";"3243"
"1519";"AIRSAR_PHASE_IMAGE_DOIT";"Calculate phase images from an AIRSAR compressed stokes matrix.";"162";"AIRSAR_PHASE_IMAGE_DOIT.html";"3171"
"1520";"AIRSAR_POLSIG_DOIT";"Calculate polarization signatures from an AIRSAR compressed stokes matrix.";"162";"AIRSAR_POLSIG_DOIT.html";"2970"
"1521";"AIRSAR_SCATTER_DOIT";"Calculate scatter classification for an AIRSAR compressed stokes matrix.";"162";"AIRSAR_SCATTER_DOIT.html";"3122"
"1522";"AIRSAR_SYNTH_DOIT";"Synthesize AIRSAR images.";"162";"AIRSAR_SYNTH_DOIT.html";"3213"
"1523";"ASPECT_DOIT";"Make aspect corrections to Landsat Multispectral Scanner (MSS) image data.";"162";"ASPECT_DOIT.html";"3138"
"1524";"AUTO_WID_MNG";"Automatically perform event handling for an ENVI compound widget.";"161";"AUTO_WID_MNG.html";"5075"
"1525";"BAD_DATA_DOIT";"Remove bad data lines.";"162";"BAD_DATA_DOIT.html";"3366"
"1526";"CF_DOIT";"Create an output file to disk or memory from bands in the Available Bands List.";"162";"CF_DOIT.html";"8136"
"1527";"CLASS_CONFUSION_DOIT";"Compute a classification confusion matrix.";"162";"CLASS_CONFUSION_DOIT.html";"4501"
"1528";"CLASS_CS_DOIT";"Clump or sieve a classification image.";"162";"CLASS_CS_DOIT.html";"24640"
"1529";"CLASS_DOIT";"Perform supervised classification.";"162";"CLASS_DOIT.html";"8584"
"1530";"CLASS_MAJORITY_DOIT";"Perform majority analysis or minority analysis on a classification image.";"162";"CLASS_MAJORITY_DOIT.html";"3416"
"1531";"CLASS_RULE_DOIT";"Classify rule images.";"162";"CLASS_RULE_DOIT.html";"3255"
"1532";"CLASS_STATS_DOIT";"Calculate class statistics.";"162";"CLASS_STATS_DOIT.html";"6172"
"1533";"COM_CLASS_DOIT";"Combine classes.";"162";"COM_CLASS_DOIT.html";"4665"
"1534";"CONTINUUM_REMOVE_DOIT";"Perform Continuum Removal.";"162";"CONTINUUM_REMOVE_DOIT.html";"5098"
"1535";"CONVERT_DOIT";"Convert interleave type.";"162";"CONVERT_DOIT.html";"5032"
"1536";"CONVERT_INPLACE_DOIT";"Convert in place between storage types.";"162";"CONVERT_INPLACE_DOIT.html";"6778"
"1537";"CONV_DOIT";"Perform convolution filtering.";"162";"CONV_DOIT.html";"11295"
"1538";"CROSS_TRACK_CORRECTION_DOIT";"Remove variation in the cross-track illumination of an image.";"162";"CROSS_TRACK_CORRECTION_DOIT.html";"11329"
"1539";"DARK_SUB_DOIT";"Perform dark subtraction.";"162";"DARK_SUB_DOIT.html";"4196"
"1540";"DECOR_DOIT";"Perform saturation stretch.";"162";"DECOR_DOIT.html";"4222"
"1541";"DEM_BAD_DATA_DOIT";"Correct bad data points in digital elevation models (DEMs).";"162";"DEM_BAD_DATA_DOIT.html";"4525"
"1542";"DESKEW_DOIT";"Deskew MSS data.";"162";"DESKEW_DOIT.html";"3252"
"1543";"DESTRIPE_DOIT";"Destripe image data.";"162";"DESTRIPE_DOIT.html";"3491"
"1544";"DISP_GET_LOCATION";"Return the x,y location of a selected pixel.";"161";"DISP_GET_LOCATION.html";"4896"
"1545";"DISP_GOTO";"Move the cursor to a specified location.";"161";"DISP_GOTO.html";"4110"
"1546";"DISP_OUT_IMG";"Output to Postscript.";"161";"DISP_OUT_IMG.html";"4304"
"1547";"ENVI_ACE_DOIT";"Perform Adaptive Coherence Estimator target detection analysis.";"162";"ENVI_ACE_DOIT.html";"4700"
"1548";"ENVI_ADD_PROJECTION";"Add a projection to ENVI.";"160";"ENVI_ADD_PROJECTION.html";"38546"
"1549";"ENVI_ASSIGN_HEADER_VALUE";"Set user-defined header values.";"160";"ENVI_ASSIGN_HEADER_VALUE.html";"48077"
"15524";"ENVI::GetBroadcastChannel";"Returns an object reference to the system's broadcast channel.";"154";"ENVI__GetBroadcastChannel.html";"1867"
"15525";"ENVI::OpenPointCloud";"Opens one or more LAS (.las or .ntf), MrSID (.sid), text (.txt), Terrasolid (.bin), or single project files (.ini).";"3";"ENVI__OpenPointCloud.html";"2413"
"1551";"ENVI_AVHRR_CALIBRATE_DOIT";"Calibrate Advanced Very High Resolution Radiometer (AVHRR) data or compute AVHRR sea surface temperature (SST).";"162";"ENVI_AVHRR_CALIBRATE_DOIT.html";"5370"
"1552";"ENVI_AVHRR_GEOMETRY_DOIT";"Compute the AVHRR geometry (latitude and longitude), solar zenith angles, and sensor zenith angles for each pixel.";"162";"ENVI_AVHRR_GEOMETRY_DOIT.html";"3374"
"1553";"ENVI_AVHRR_WARP_DOIT";"Warp AVHRR data or resulting AVHRR data products.";"162";"ENVI_AVHRR_WARP_DOIT.html";"3796"
"1554";"ENVI_BANDMAX_SELECT_BANDS";"Perform the BandMax background suppression algorithm to derive a subset of significant bands using input target and background spectra.";"160";"ENVI_BANDMAX_SELECT_BANDS.html";"40931"
"1555";"ENVI_BATCH_EXIT";"Exit ENVI from the non-menu batch mode.";"157";"ENVI_BATCH_EXIT.html";"48404"
"1556";"ENVI_BATCH_INIT";"Initialize ENVI from the non-menu batch mode.";"157";"ENVI_BATCH_INIT.html";"48202"
"1557";"ENVI_BATCH_STATUS_WINDOW";"Enable and disable the ENVI batch status window.";"161";"ENVI_BATCH_STATUS_WINDOW.html";"4773"
"1558";"ENVI_BUFFER_ZONE_DOIT";"Create a buffer zone image from a classification image.";"162";"ENVI_BUFFER_ZONE_DOIT.html";"3499"
"1559";"ENVI_CAL_DOIT";"Spectrally calibrate images using flat field or internal average relative reflectance (IARR).";"162";"ENVI_CAL_DOIT.html";"4271"
"1560";"ENVI_CEM_DOIT";"Perform Constrained Energy Minimization target detection analysis.";"162";"ENVI_CEM_DOIT.html";"4141"
"1561";"ENVI_CENTER";"Return the centering offsets for a widget.";"161";"ENVI_CENTER.html";"4185"
"1562";"ENVI_CLOSE_DISPLAY";"Close a display group.";"161";"ENVI_CLOSE_DISPLAY.html";"3802"
"1563";"ENVI_CLOVER_DOIT";"Overlay classes.";"162";"ENVI_CLOVER_DOIT.html";"3243"
"1564";"ENVI_COLLECT_SPECTRA";"Perform Endmember Collection.";"161";"ENVI_COLLECT_SPECTRA.html";"5187"
"1565";"ENVI_COMPUTE_SUN_ANGLES";"Compute sun angles.";"160";"ENVI_COMPUTE_SUN_ANGLES.html";"50236"
"1566";"ENVI_CONVERT_FILE_COORDINATES";"Convert between map and pixel coordinates.";"160";"ENVI_CONVERT_FILE_COORDINATES.html";"48020"
"1567";"ENVI_CONVERT_FILE_MAP_PROJECTION";"Convert a file from its current map projection to an output projection.";"160";"ENVI_CONVERT_FILE_MAP_PROJECTION.html";"15296"
"1568";"ENVI_CONVERT_LIDAR_DATA_DOIT";"Read a light detection and ranging (LIDAR) data file in log ASCII standard (LAS) format and convert it to either an ENVI image file or an ENVI vector file (EVF).";"162";"ENVI_CONVERT_LIDAR_DATA_DOIT.html";"3596"
"1569";"ENVI_CONVERT_PROJECTION_COORDINATES";"Convert map coordinates between projections.";"160";"ENVI_CONVERT_PROJECTION_COORDINATES.html";"12057"
"1570";"ENVI_CREATE_ROI";"Create a new Region of Interest (ROI).";"160";"ENVI_CREATE_ROI.html";"41075"
"1571";"ENVI_CUBE_3D_DOIT";"Build a 3D image cube.";"162";"ENVI_CUBE_3D_DOIT.html";"3394"
"1572";"ENVI_DEFAULT_STRETCH_CREATE";"Return an ENVI default stretch structure.";"160";"ENVI_DEFAULT_STRETCH_CREATE.html";"40085"
"1573";"ENVI_DEFINE_MENU_BUTTON";"Add buttons to the ENVI menu system automatically from a user-defined routine in a .pro or .sav file within the save_add directory.";"161";"ENVI_DEFINE_MENU_BUTTON.html";"6284"
"1574";"ENVI_DEFINE_ROI";"Add pixels to an ROI.";"160";"ENVI_DEFINE_ROI.html";"78371"
"1575";"ENVI_DELETE_ROIS";"Delete ROIs.";"160";"ENVI_DELETE_ROIS.html";"43120"
"1576";"ENVI_DISPLAY_BANDS";"Display an image in a display group.";"161";"ENVI_DISPLAY_BANDS.html";"5177"
"1577";"ENVI_DISP_QUERY";"Return display group information.";"161";"ENVI_DISP_QUERY.html";"4500"
"1578";"ENVI_DOIT";"Interface for all of the ENVI Classic processing routines (those that end with _DOIT).";"162";"ENVI_DOIT.html";"9124"
"1579";"ENVI_ENTER_DATA";"Enter an image into memory as an ENVI file.";"160";"ENVI_ENTER_DATA.html";"16730"
"1580";"ENVI_ENVISAT_GEOREF_DOIT";"Georeference Advanced Along-Track Scanning Radiometer (AATSR)-, Advanced Synthetic Aperture Radar (ASAR)-, and Medium Resolution Imaging Spectrometer (MERIS)-format Environmental Satellite (ENVISAT) data.";"162";"ENVI_ENVISAT_GEOREF_DOIT.html";"3282"
"1581";"ENVI_EVF_CLOSE";"Close an EVF.";"160";"ENVI_EVF_CLOSE.html";"39568"
"1582";"ENVI_EVF_DEFINE_ADD_RECORD";"Add a record to a new EVF.";"160";"ENVI_EVF_DEFINE_ADD_RECORD.html";"6439"
"1583";"ENVI_EVF_DEFINE_CLOSE";"Close an EVF ID for editing.";"160";"ENVI_EVF_DEFINE_CLOSE.html";"44927"
"1584";"ENVI_EVF_DEFINE_INIT";"Create a new EVF ID.";"160";"ENVI_EVF_DEFINE_INIT.html";"3989"
"1585";"ENVI_EVF_INFO";"Return information about an EVF.";"160";"ENVI_EVF_INFO.html";"45534"
"1586";"ENVI_EVF_OPEN";"Open an EVF and return an EVF ID.";"160";"ENVI_EVF_OPEN.html";"5293"
"1587";"ENVI_EVF_READ_RECORD";"Read EVF records into an IDL variable.";"160";"ENVI_EVF_READ_RECORD.html";"45672"
"1588";"ENVI_EVF_TO_SHAPEFILE";"Output an EVF to shapefile format.";"160";"ENVI_EVF_TO_SHAPEFILE.html";"4462"
"15519";"IDL_Object::_overloadFunction";"Allows you to create function pointers in IDL.";"172";"IDL_Object_overloadFunction.html";"1227"
"1590";"ENVI_FILE_QUERY";"Return information about a data file.";"160";"ENVI_FILE_QUERY.html";"60671"
"1591";"ENVI_FILE_TYPE";"Translate between a file type code and description.";"160";"ENVI_FILE_TYPE.html";"6096"
"1592";"ENVI_FILTER_DOIT";"Build a Fast Fourier Transform (FFT) filter.";"162";"ENVI_FILTER_DOIT.html";"3272"
"1593";"ENVI_FX_EXAMPLEBASED_DOIT";"Automates the Example Based Feature Extraction workflow, using an imported training data file.";"162";"ENVI_FX_EXAMPLEBASED_DOIT.html";"6617"
"1594";"ENVI_FX_RULEBASED_DOIT";"Automates the Rule-Based Feature Extraction workflow, using an imported rule file.";"162";"ENVI_FX_RULEBASED_DOIT.html";"7066"
"1595";"ENVI_FX_SEGMENTONLY_DOIT";"Automates the Segment Only Feature Extraction workflow.";"162";"ENVI_FX_SEGMENTONLY_DOIT.html";"7424"
"1596";"ENVI_GEOREF_FROM_GLT_DOIT";"Georeference an associated image with the geographic lookup table (GLT) file output from GLT_DOIT.";"162";"ENVI_GEOREF_FROM_GLT_DOIT.html";"4884"
"1598";"ENVI_GET_DATA";"Return spatial image data from a file.";"160";"ENVI_GET_DATA.html";"14201"
"1599";"ENVI_GET_DISPLAY_NUMBERS";"Return a list of display numbers.";"161";"ENVI_GET_DISPLAY_NUMBERS.html";"3765"
"15520";"IDL_Object::_overloadMethod";"Allows you to create dynamic methods off of IDL objects.";"172";"IDL_Object_overloadMethod.html";"1314"
"1601";"ENVI_GET_HEADER_VALUE";"Return user-defined values.";"160";"ENVI_GET_HEADER_VALUE.html";"4514"
"1602";"ENVI_GET_IMAGE";"Return spatial image data from a display group.";"161";"ENVI_GET_IMAGE.html";"4129"
"1603";"ENVI_GET_MAP_INFO";"Return map information from a display group.";"160";"ENVI_GET_MAP_INFO.html";"7928"
"1604";"ENVI_GET_PATH";"Return the path where the current version of ENVI is installed.";"161";"ENVI_GET_PATH.html";"3959"
"1605";"ENVI_GET_PROJECTION";"Return projection information.";"160";"ENVI_GET_PROJECTION.html";"6461"
"1606";"ENVI_GET_RGB_TRIPLETS";"Return RGB triplets for graphics color index.";"160";"ENVI_GET_RGB_TRIPLETS.html";"4593"
"1607";"ENVI_GET_ROI";"Return ROI pixel addresses as 1D subscripts.";"160";"ENVI_GET_ROI.html";"4852"
"1608";"ENVI_GET_ROI_DATA";"Return image data associated with an ROI.";"160";"ENVI_GET_ROI_DATA.html";"7118"
"1609";"ENVI_GET_ROI_DIMS_PTR";"Return DIMS ROI pointer for use with the DIMS variable.";"160";"ENVI_GET_ROI_DIMS_PTR.html";"4298"
"1610";"ENVI_GET_ROI_IDS";"Return ROI IDs.";"160";"ENVI_GET_ROI_IDS.html";"49689"
"1611";"ENVI_GET_ROI_INFORMATION";"Return information associated with defined ROIs.";"160";"ENVI_GET_ROI_INFORMATION.html";"4353"
"1612";"ENVI_GET_SLICE";"Return a spectral slice from an image.";"160";"ENVI_GET_SLICE.html";"6077"
"1613";"ENVI_GET_STATISTICS";"Return values from an ENVI statistics file.";"160";"ENVI_GET_STATISTICS.html";"4775"
"1614";"ENVI_GET_TILE";"Return one spatial or spectral tile of image data.";"160";"ENVI_GET_TILE.html";"4223"
"1615";"ENVI_GLT_DOIT";"Build a GLT from input geometry.";"162";"ENVI_GLT_DOIT.html";"4952"
"1616";"ENVI_GRID_DOIT";"Convert irregularly gridded points to raster image.";"162";"ENVI_GRID_DOIT.html";"3689"
"1617";"ENVI_GS_SHARPEN_DOIT";"Perform Gram-Schmidt spectral sharpening.";"162";"ENVI_GS_SHARPEN_DOIT.html";"8588"
"1618";"ENVI_ICA_DOIT";"Perform forward Independent Components transform.";"162";"ENVI_ICA_DOIT.html";"4145"
"1619";"ENVI_ICA_INV_DOIT";"Perform inverse Independent Components transform.";"162";"ENVI_ICA_INV_DOIT.html";"3175"
"1620";"ENVI_INFO_WID";"Display text data in a 'report' widget.";"161";"ENVI_INFO_WID.html";"3797"
"1621";"ENVI_INIT_TILE";"Initialize tile processing and return the tile ID.";"160";"ENVI_INIT_TILE.html";"6604"
"1622";"ENVI_IO_ERROR";"Report input/output processing errors.";"161";"ENVI_IO_ERROR.html";"3405"
"1623";"ENVI_IS_GDB";"Test whether an ArcGIS' catalog path points to a geodatabase.";"160";"ENVI_IS_GDB.html";"4320"
"1624";"ENVI_LAYER_STACKING_DOIT";"Build a new multi-band file from georeferenced images of various pixel sizes, extents, and projections.";"162";"ENVI_LAYER_STACKING_DOIT.html";"9439"
"1625";"ENVI_MAP_INFO_CREATE";"Return map information.";"160";"ENVI_MAP_INFO_CREATE.html";"8792"
"1626";"ENVI_MASK_APPLY_DOIT";"Apply a mask to a file.";"162";"ENVI_MASK_APPLY_DOIT.html";"5721"
"1627";"ENVI_NEURAL_NET_DOIT";"Perform classification using a neural net method.";"162";"ENVI_NEURAL_NET_DOIT.html";"3798"
"1628";"ENVI_OPEN_DATA_FILE";"Open an external (non-ENVI) image file.";"160";"ENVI_OPEN_DATA_FILE.html";"13797"
"1629";"ENVI_OPEN_FILE";"Open an ENVI file.";"160";"ENVI_OPEN_FILE.html";"14619"
"1630";"ENVI_OPEN_GDB";"Open a raster dataset from a geodatabase.";"160";"ENVI_OPEN_GDB.html";"3534"
"1631";"ENVI_OSP_DOIT";"Perform Orthogonal Subspace Projection target detection analysis.";"162";"ENVI_OSP_DOIT.html";"3382"
"15521";"TS_LANCZOS";"Smoothly interpolates the input data over a Lanczos kernel and can be used as a low-pass filter.";"8";"TS_LANCZOS.html";"1364"
"1633";"ENVI_OUTPUT_TO_GDB";"Write a raster dataset to a geodatabase.";"160";"ENVI_OUTPUT_TO_GDB.html";"4751"
"1634";"ENVI_PC_SHARPEN_DOIT";"Perform principal components spectral sharpening.";"162";"ENVI_PC_SHARPEN_DOIT.html";"6217"
"1635";"ENVI_PICKFILE";"Use this widget to select a filename from disk.";"161";"ENVI_PICKFILE.html";"6096"
"1636";"ENVI_PLOT_DATA";"Create an x,y plot.";"160";"ENVI_PLOT_DATA.html";"4593"
"1637";"ENVI_PROJ_CREATE";"Create ENVI projection information.";"160";"ENVI_PROJ_CREATE.html";"26759"
"1638";"ENVI_QUAC_DOIT";"Automates the QUick Atmospheric Correction (QUAC) workflow.";"162";"ENVI_QUAC_DOIT.html";"4884"
"1639";"ENVI_QUERY_VERSION";"Return the current version of ENVI.";"157";"ENVI_QUERY_VERSION.html";"3907"
"1640";"ENVI_RADARSAT_GEOREF_DOIT";"Extract embedded geolocation points from a processed Radarsat file.";"162";"ENVI_RADARSAT_GEOREF_DOIT.html";"3620"
"1641";"ENVI_READ_COLS";"Read ASCII column data.";"160";"ENVI_READ_COLS.html";"4397"
"1642";"ENVI_REGISTER_DOIT";"Warp image data.";"162";"ENVI_REGISTER_DOIT.html";"5756"
"1643";"ENVI_REPORT_ERROR";"Report error message strings through the standard ENVI error reporting mechanism.";"161";"ENVI_REPORT_ERROR.html";"3418"
"1644";"ENVI_REPORT_INC";"Set the status report increment.";"161";"ENVI_REPORT_INC.html";"3665"
"1645";"ENVI_REPORT_INIT";"Initialize and end a status report.";"161";"ENVI_REPORT_INIT.html";"5042"
"1646";"ENVI_REPORT_STAT";"Update status report widget with percent complete.";"161";"ENVI_REPORT_STAT.html";"4549"
"1647";"ENVI_RESAMPLE_SPECTRA";"Spectrally resample individual spectra.";"160";"ENVI_RESAMPLE_SPECTRA.html";"4495"
"1648";"ENVI_RESTORE_ROIS";"Restore saved ROIs.";"160";"ENVI_RESTORE_ROIS.html";"4509"
"1649";"ENVI_RIGOROUS_ORTHO_DOIT";"Automates the ENVI Orthorectification Module workflow.";"162";"ENVI_RIGOROUS_ORTHO_DOIT.html";"5495"
"1650";"ENVI_ROI_TO_IMAGE_DOIT";"Create a classification image from ROIs.";"162";"ENVI_ROI_TO_IMAGE_DOIT.html";"3641"
"1651";"ENVI_RXD_DOIT";"Perform Reed-Xiaoli anomaly detection on a multispectral or hyperspectral image.";"162";"ENVI_RXD_DOIT.html";"3710"
"1652";"ENVI_SAVE_ROIS";"Save ROIs.";"160";"ENVI_SAVE_ROIS.html";"4110"
"1653";"ENVI_SEAWIFS_GEOMETRY_DOIT";"Calculate the geometry for Hierarchical Data Format (HDF) and Committee on Earth Observation Satellites (CEOS)-format Sea-viewing Wide Field-of-view Sensors (SeaWiFS) data.";"162";"ENVI_SEAWIFS_GEOMETRY_DOIT.html";"3152"
"1654";"ENVI_SEAWIFS_GEOREF_DOIT";"Georeference HDF and CEOS-format SeaWiFS data.";"162";"ENVI_SEAWIFS_GEOREF_DOIT.html";"3209"
"1655";"ENVI_SEGMENT_DOIT";"Segment a classification image into unique spatially contiguous 'blobs'.";"162";"ENVI_SEGMENT_DOIT.html";"4431"
"1656";"ENVI_SELECT";"Use this widget to select an open ENVI file or band.";"161";"ENVI_SELECT.html";"54395"
"1657";"ENVI_SENSOR_TYPE";"Translate between sensor type code and description.";"160";"ENVI_SENSOR_TYPE.html";"4871"
"1658";"ENVI_SETUP_HEAD";"Write an ENVI header file for an image.";"160";"ENVI_SETUP_HEAD.html";"9223"
"1659";"ENVI_SET_INHERITANCE";"Return the ENVI inheritance structure.";"160";"ENVI_SET_INHERITANCE.html";"4833"
"15522";"TS_SPECTROGRAM";"Generates a spectrogram of a given vector.";"8";"TS_SPECTROGRAM.html";"1961"
"1661";"ENVI_SPECTRAL_RESAMPLING_DOIT";"Spectrally resample image or spectral library files.";"162";"ENVI_SPECTRAL_RESAMPLING_DOIT.html";"4335"
"1662";"ENVI_STATS_DOIT";"Calculate statistics from a data file.";"162";"ENVI_STATS_DOIT.html";"7565"
"1663";"ENVI_SUBSPACE_BACKGROUND_STATS_DOIT";"Remove anomalous pixels prior to running statistics-based spectral detection methods.";"162";"ENVI_SUBSPACE_BACKGROUND_STATS_DOIT.html";"50598"
"1664";"ENVI_SUM_DATA_DOIT";"Calculate a number of statistical parameters on a set of bands.";"162";"ENVI_SUM_DATA_DOIT.html";"4783"
"1665";"ENVI_SVM_DOIT";"Perform supervised image classification using a support vector machine (SVM).";"162";"ENVI_SVM_DOIT.html";"5863"
"1666";"ENVI_SYNTHETIC_COLOR_DOIT";"Calculate synthetic color image.";"162";"ENVI_SYNTHETIC_COLOR_DOIT.html";"3019"
"1667";"ENVI_TCIMF_DOIT";"Perform Target-Constrained Interference-Minimized Filter target analysis.";"162";"ENVI_TCIMF_DOIT.html";"3349"
"11457";"COLOR_24_KPB";"Convert r, g, and b color value(s) to 24-bit color values. R, g, and b		should be integers in the range [0, 255]. If not, they are converted to LONGs 		and then truncated to that range. R, g, and b can be three scalars or three arrays...";"151";"color_24_kpb.html";"143"
"1669";"ENVI_THERMAL_CORRECT_DOIT";"Perform thermal infrared atmospheric correction.";"162";"ENVI_THERMAL_CORRECT_DOIT.html";"4069"
"1670";"ENVI_TILE_DONE";"Complete tile processing.";"160";"ENVI_TILE_DONE.html";"3219"
"1671";"ENVI_TOGGLE_CATCH";"Toggle the ENVI error catching mechanism on and off.";"161";"ENVI_TOGGLE_CATCH.html";"3107"
"1672";"ENVI_TRANSLATE_PROJECTION_NAME";"Convert projection names.";"160";"ENVI_TRANSLATE_PROJECTION_NAME.html";"3627"
"1673";"ENVI_TRANSLATE_PROJECTION_UNITS";"Translate projection units.";"160";"ENVI_TRANSLATE_PROJECTION_UNITS.html";"5074"
"1674";"ENVI_USER_DEFINED_ANNOTATION";"Create an ENVI annotation file or append items to an existing annotation file.";"160";"ENVI_USER_DEFINED_ANNOTATION.html";"5613"
"1675";"ENVI_VEG_INDEX_AVAILABLE_INDICES";"Determine the number of vegetation indices that you can calculate on an input data file.";"160";"ENVI_VEG_INDEX_AVAILABLE_INDICES.html";"6839"
"1676";"ENVI_VEG_INDEX_DOIT";"Calculate vegetation indices from a spectral input image.";"162";"ENVI_VEG_INDEX_DOIT.html";"13521"
"1677";"ENVI_VEG_SUPPRESS_DOIT";"Suppress vegetation spectral signatures.";"162";"ENVI_VEG_SUPPRESS_DOIT.html";"3367"
"1678";"ENVI_WRITE_COSMOSKYMED_METADATA";"Write the metadata from a COSMO-SkyMed data file to XML.";"160";"ENVI_WRITE_COSMOSKYMED_METADATA.html";"3126"
"1679";"ENVI_WRITE_DBF_FILE";"Output an EVF attribute file to DBF format.";"160";"ENVI_WRITE_DBF_FILE.html";"3822"
"1680";"ENVI_WRITE_ENVI_FILE";"Convert an IDL image array to an ENVI image.";"160";"ENVI_WRITE_ENVI_FILE.html";"11585"
"1681";"ENVI_WRITE_FILE_HEADER";"Write/re-write an ENVI header file to preserve changes to user-defined header values.";"160";"ENVI_WRITE_FILE_HEADER.html";"6587"
"1682";"ENVI_WRITE_STATISTICS";"Write an ENVI statistics file.";"160";"ENVI_WRITE_STATISTICS.html";"4431"
"1683";"ELINE_CAL_DOIT";"Perform empirical line calibration.";"162";"ELINE_CAL_DOIT.html";"4324"
"1684";"EMITTANCE_CALC_DOIT";"Convert emissivity.";"162";"EMITTANCE_CALC_DOIT.html";"4630"
"1685";"ENVI Procedure";"Restore base ENVI save files (.sav) for batch mode.";"157";"ENVI_Procedure.html";"50755"
"1686";"FFT_DOIT";"Perform FFT filtering.";"162";"FFT_DOIT.html";"3267"
"1687";"FFT_INV_DOIT";"Apply FFT filter and perform inverse FFT.";"162";"FFT_INV_DOIT.html";"3985"
"1688";"GAINOFF_DOIT";"Apply gain and offset to each input band.";"162";"GAINOFF_DOIT.html";"3583"
"1689";"GEN_IMAGE_DOIT";"Generate test images.";"162";"GEN_IMAGE_DOIT.html";"3191"
"1690";"HANDLE_VALUE";"Get and set handle values.";"157";"HANDLE_VALUE.html";"3949"
"1691";"HIST_EXPORT_DOIT";"Output images using an applied lookup table (LUT).";"162";"HIST_EXPORT_DOIT.html";"3330"
"1692";"MAGIC_MEM_CHECK";"Clear out the necessary memory cache for in-memory functions.";"157";"MAGIC_MEM_CHECK.html";"3595"
"1693";"MATCH_FILTER_DOIT";"Perform Matched Filtering.";"162";"MATCH_FILTER_DOIT.html";"3394"
"1694";"MATCH_FILTER_MT_DOIT";"Perform Mixture Tuned Matched Filtering (MTMF).";"162";"MATCH_FILTER_MT_DOIT.html";"3823"
"1695";"MATH_DOIT";"Perform Band Math.";"162";"MATH_DOIT.html";"7571"
"1696";"MNF_DOIT";"Perform MNF rotation.";"162";"MNF_DOIT.html";"4672"
"1698";"MORPH_DOIT";"Apply a morphological filter.";"162";"MORPH_DOIT.html";"3880"
"1699";"MOSAIC_DOIT";"Mosaic image bands or band combinations.";"162";"MOSAIC_DOIT.html";"6982"
"1700";"MUNSELL_DOIT";"Convert RGB image to Munsell coordinates.";"162";"MUNSELL_DOIT.html";"3134"
"1701";"MUNSELL_INV_DOIT";"Calculate RGB image from Munsell coordinates.";"162";"MUNSELL_INV_DOIT.html";"3001"
